locusId	sysName	desc	set1IT002	set1IT003	set1IT004
EKN05_000480	EKN05_000480	hydrogenase-2 assembly chaperone	0.9349163042594446	0.8625154198934225	-0.14487072459571948
EKN05_000495	EKN05_000495	glutathione-dependent disulfide-bond oxidoreductase	-0.4747370399803496	0.09636170234148111	-0.7863832900676969
EKN05_005075	EKN05_005075	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	0.13142321444807792	-0.6338258152102085	-0.8420608228065923
EKN05_005080	EKN05_005080	glycoside hydrolase family 25 protein	-0.5028910112508191	-0.31999910364910533	0.7136417287274551
EKN05_005085	EKN05_005085	GntR family transcriptional regulator	-0.6339490407128536	-0.8515567058845747	-1.4033515154387317
EKN05_005090	EKN05_005090	sugar kinase	-0.3826406688228389	-0.4571922481837933	-0.12367992673098313
EKN05_005100	EKN05_005100	MFS transporter	-0.9934194921582826	-0.40462851869922245	-0.9072299367996458
EKN05_005105	EKN05_005105	class I fructose-bisphosphate aldolase	-1.4772208543678742	-1.3273261608994735	-4.437261485979479
EKN05_005115	EKN05_005115	tagatose-bisphosphate aldolase subunit GatZ	-0.2653504515673719	0.1568826471436615	1.1806107445839904
EKN05_005120	EKN05_005120	PTS galactitol transporter subunit IIA	-1.6037144755156945	-4.5503088933501905	-1.1040570759979138
EKN05_005125	EKN05_005125	PTS galactitol transporter subunit IIB	-0.03100149803237251	-0.3121911020584761	-0.7836658923986405
EKN05_005130	EKN05_005130	PTS galactitol transporter subunit IIC	-1.626733275051234	0.3879122860422808	-0.12839107729202
EKN05_005135	EKN05_005135	galactitol-1-phosphate 5-dehydrogenase	0.30395739010121114	-0.5241797940493566	-0.4146361400663122
EKN05_005140	EKN05_005140	DeoR/GlpR transcriptional regulator	-0.21027033591887	-0.5732370842280007	0.28720970643826593
EKN05_005145	EKN05_005145	lipid kinase YegS	-1.6713069448155133	-0.4016985544852639	0.6480503607138804
EKN05_005155	EKN05_005155	hypothetical protein	0.277293480512113	0.850641423884135	0.44498052709838987
EKN05_005160	EKN05_005160	U32 family peptidase	-0.27203167055163835	0.08539229739816223	0.19561624118245913
EKN05_005165	EKN05_005165	DUF1508 domain-containing protein	0.22278947886666334	0.2787205827177235	-1.5234995336827115
EKN05_005170	EKN05_005170	two-component system response regulator BaeR	-0.24979976914849011	-0.8391051171310321	-0.1019244236998143
EKN05_005175	EKN05_005175	two-component system sensor histidine kinase BaeS	0.4506979213298241	0.22400732335119122	-0.4586223422235142
EKN05_005180	EKN05_005180	MFS transporter	-0.24061135837035919	-1.7271137488020938	0.2909751697095704
EKN05_005185	EKN05_005185	multidrug efflux RND transporter permease subunit MdtC	0.5577179771414957	-0.24553572167075594	-0.24073187124212259
EKN05_005190	EKN05_005190	multidrug efflux RND transporter permease subunit MdtB	0.050210858758777066	-0.48682070251770193	0.8974353826896895
EKN05_005215	EKN05_005215	molecular chaperone	1.1327545475199428	0.19390572580361498	-0.23086154767752465
EKN05_005225	EKN05_005225	helix-hairpin-helix domain-containing protein	-0.8175975126010901	-0.8787175007724674	-0.9334743558459025
EKN05_005265	EKN05_005265	TerC family protein	1.107236543815197	1.136534328835915	0.07622742089958434
EKN05_005270	EKN05_005270	polysaccharide export protein	-0.9959585645899112	-0.993758222465282	-2.0392275353629716
EKN05_005280	EKN05_005280	tyrosine-protein kinase Wzc	0.17737218142875477	0.09503034270555388	-1.0718434379939996
EKN05_005285	EKN05_005285	colanic acid biosynthesis glycosyltransferase WcaA	0.5492661819609965	-0.0007166228814846631	0.4770211241507575
EKN05_005290	EKN05_005290	colanic acid biosynthesis acetyltransferase WcaB	-0.6728257735485252	0.444894429684903	1.9746347309350627
EKN05_005295	EKN05_005295	colanic acid biosynthesis glycosyltransferase WcaC	-0.2004396405224711	-0.7598231366532567	-3.498465710130865
EKN05_005300	EKN05_005300	putative colanic acid polymerase WcaD	-0.11835663548095166	0.2721551634370246	0.3130851825686265
EKN05_005305	EKN05_005305	colanic acid biosynthesis glycosyltransferase WcaE	0.9809613088948885	0.5840551709038574	1.0337642318980147
EKN05_005315	EKN05_005315	colanic acid biosynthesis glycosyl transferase	0.6872499105265923	0.3357398508856113	-0.5453790930145842
EKN05_005320	EKN05_005320	colanic acid biosynthesis acetyltransferase WcaF	-0.8495357752184297	-0.9026549127312854	-1.78588760277037
EKN05_005325	EKN05_005325	GDP-mannose 4,6-dehydratase	0.0063253610408304795	0.7983714445802242	-0.795629181037965
EKN05_005330	EKN05_005330	GDP-L-fucose synthase	-4.746088875282894	1.4353853168620634	1.9446694358911598
EKN05_005340	EKN05_005340	colanic acid biosynthesis glycosyltransferase WcaI	-1.4942094982102025	-0.7403285597069956	-0.09569580572613393
EKN05_005345	EKN05_005345	mannose-1-phosphate guanyltransferase	-0.5767571654412071	-0.1624405092781348	-0.2218849276863435
EKN05_005350	EKN05_005350	phosphomannomutase CpsG	-0.20860082466440488	-0.05218474129041961	0.1169375133275552
EKN05_005355	EKN05_005355	undecaprenyl-phosphate glucose phosphotransferase	-1.6448732835550581	-0.04277538132162273	0.2280236904470705
EKN05_005360	EKN05_005360	M-antigen undecaprenyl disphosphate flippase	0.381294672136381	0.5752064167413257	0.7997865704532355
EKN05_005365	EKN05_005365	colanic acid biosynthesis pyruvyl transferase WcaK	-0.08793535206950842	-2.5391745472013385	1.723622891925175
EKN05_005370	EKN05_005370	colanic acid biosynthesis glycosyltransferase WcaL	0.7817906537580235	0.2703315966770874	1.9036701938642642
EKN05_005375	EKN05_005375	colanic acid biosynthesis protein WcaM	-0.17443603563139087	-0.0035660173919945803	-0.5276622817068427
EKN05_005380	EKN05_005380	UTP--glucose-1-phosphate uridylyltransferase GalF	0.4732104641928885	-0.3824038763860388	-1.0479005859422497
EKN05_005385	EKN05_005385	dTDP-glucose 4,6-dehydratase	1.0535316563191	-0.1612342882023689	-1.8150794323170747
EKN05_005445	EKN05_005445	hypothetical protein	0.9002942760147217	0.6995365024536403	0.2952861407108722
EKN05_005450	EKN05_005450	NADP-dependent phosphogluconate dehydrogenase	-1.3103716846027302	-0.5627901842294484	1.0848729459221633
EKN05_005455	EKN05_005455	UDP-glucose 6-dehydrogenase	-0.04240097342178484	0.5847156703541251	0.5628373107744995
EKN05_005460	EKN05_005460	LPS O-antigen chain length determinant protein WzzB	0.8800031875736432	0.31395641452793543	-0.05794787803544035
EKN05_005475	EKN05_005475	1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase	-1.13544667932289	0.4633442811187084	-1.7053272008381697
EKN05_005480	EKN05_005480	imidazole glycerol phosphate synthase subunit HisH	-2.2092499877382963	-1.0166203919675176	-3.6772996184693385
EKN05_005485	EKN05_005485	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	-0.7253711365074067	-0.6255295275709405	-2.5433887268305457
EKN05_005490	EKN05_005490	histidinol-phosphate transaminase	-1.0434793488714693	-0.4066377628132124	-0.7452886374156418
EKN05_005500	EKN05_005500	ATP phosphoribosyltransferase	-1.636509469278824	-0.5642544956396923	1.3650381726505145
EKN05_005530	EKN05_005530	SDR family oxidoreductase	0.23116339611088677	0.03392090978259765	-0.4633299141389094
EKN05_005535	EKN05_005535	LysR family transcriptional regulator	-1.7065975460377723	-1.107021462552376	-0.5052066007236146
EKN05_005545	EKN05_005545	putrescine/proton symporter PlaP	-0.7533203163852572	-0.0026445003307900006	0.23201890057815455
EKN05_005550	EKN05_005550	YeeE/YedE family protein	-1.878591962739503	-0.31495301979434576	0.4983640794409385
EKN05_005555	EKN05_005555	hypothetical protein	0.3892508749339356	-1.85328874682987	-5.0504913324058585
EKN05_005560	EKN05_005560	exodeoxyribonuclease I	-0.7731244711058314	0.19338532363874184	-0.30024557358865744
EKN05_005565	EKN05_005565	DUF4102 domain-containing protein	0.25994453802102946	-1.7798939906002795	1.337109295919593
EKN05_005580	EKN05_005580	hypothetical protein	-0.9200651316109543	-1.32847937472305	-1.9355845211086073
EKN05_005595	EKN05_005595	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	-4.452556015085839	-1.3893886390917403	-4.377686008374558
EKN05_005600	EKN05_005600	adenosylcobinamide-GDP ribazoletransferase	-0.8250117273428526	0.06804275967937878	1.3831108788891697
EKN05_005605	EKN05_005605	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	-0.9555973354856359	0.33101482329525933	0.23335163724470476
EKN05_005610	EKN05_005610	L,D-transpeptidase	-1.4289477647373097	0.9966457394962225	1.045633131141927
EKN05_005620	EKN05_005620	nitrogen assimilation transcriptional regulator	-0.6454223425669983	-0.9444858643765414	-0.7862542946508643
EKN05_005625	EKN05_005625	HTH-type transcriptional regulator Cbl	-0.34123493786296544	-0.5548734358939001	-1.1413867512701064
EKN05_005635	EKN05_005635	toxic metabolite efflux MATE transporter YeeO	0.12888898614166733	0.7704715303475246	0.491454507110641
EKN05_005640	EKN05_005640	tRNA-Asn	-1.143777289298563	-1.3749799890172647	-1.9427010300915928
EKN05_005650	EKN05_005650	AMP nucleosidase	0.29056996398021817	0.5143875547194557	0.3012598641579954
EKN05_005655	EKN05_005655	hypothetical protein	0.37175320004960355	0.037344334088592945	1.3126108090075865
EKN05_005665	EKN05_005665	serine transporter	-0.37140108588378856	-0.6030039644814146	-0.16075550881052855
EKN05_005675	EKN05_005675	DUF4102 domain-containing protein	-0.32304256818481725	0.5636596761224072	-0.5028922445469214
EKN05_005695	EKN05_005695	integrase	-0.2977641122119029	0.48219754981972673	-0.1549672822045732
EKN05_005700	EKN05_005700	DUF4224 domain-containing protein	-0.9926981263358761	-0.5193677993385315	0.5926215774832623
EKN05_005710	EKN05_005710	3'-5' exoribonuclease	0.816716800317209	-0.4222919977414329	2.1420618616458227
EKN05_005720	EKN05_005720	hypothetical protein	-0.3514471274733967	0.12097882304808094	-2.235849859127728
EKN05_005725	EKN05_005725	hypothetical protein	-0.5483728494965057	1.4842747128842664	-0.686649004917588
EKN05_005730	EKN05_005730	hypothetical protein	0.15538961919784822	0.3800892535086874	1.1114584280452782
EKN05_005755	EKN05_005755	RusA family crossover junction endodeoxyribonuclease	-4.537028830652848	0.33542711740912134	-0.1568703982681985
EKN05_005760	EKN05_005760	antiterminator	0.7751864969565281	1.0774638004814716	1.0786909212589242
EKN05_005840	EKN05_005840	metal-binding protein ZinT	-4.593674668231451	-0.464010210373781	2.804338683679778
EKN05_005845	EKN05_005845	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	-0.8231256538282634	-0.1294711269796342	-1.3451789559917182
EKN05_005850	EKN05_005850	protein-methionine-sulfoxide reductase catalytic subunit MsrP	0.04439663212321976	-0.010653295236844995	-0.9165029951516959
EKN05_005860	EKN05_005860	DNA-binding response regulator HprR	-1.8843347306283038	-3.224693624312148	-1.923215596808625
EKN05_005870	EKN05_005870	protein deglycase HchA	0.6428919364561734	-0.5959985393422437	0.3181965627643528
EKN05_005880	EKN05_005880	hypothetical protein	0.8927791852141829	-0.24206847154845518	-0.24950141446869484
EKN05_005890	EKN05_005890	hypothetical protein	-0.3422905653864209	-0.3325039838444077	0.7448670393509969
EKN05_005900	EKN05_005900	hypothetical protein	-0.09411355955083289	1.056667872906449	0.8083268785726044
EKN05_005905	EKN05_005905	phosphohydrolase	0.25921391920436854	0.6439704439505661	-5.347737365396139
EKN05_005910	EKN05_005910	DNA cytosine methyltransferase	-0.2404771423996107	-0.8895098673900391	1.3528652865540534
EKN05_005915	EKN05_005915	very short patch repair endonuclease	0.41998931450149257	-0.5054729970126347	-0.691569717630344
EKN05_005920	EKN05_005920	drug/metabolite exporter YedA	-0.6614426910571978	1.2871956816620487	0.07964366749414575
EKN05_005925	EKN05_005925	DUF808 domain-containing protein	-1.0710574502397874	-1.6039710645415775	-0.6175546633335012
EKN05_005935	EKN05_005935	cellulose biosynthesis regulator YedQ	0.4618867688359758	0.10324283063982376	0.7486897261977626
EKN05_005940	EKN05_005940	mannosyl-3-phosphoglycerate phosphatase-related protein	0.21661272363829753	0.07755856977563313	-2.2837160078914818
EKN05_005950	EKN05_005950	hypothetical protein	1.8669222597705675	-0.5864965925955502	1.8031919085094206
EKN05_005960	EKN05_005960	transcriptional regulator RcsA	-0.0026393655602231503	0.9183955281853017	-0.3777415338684864
EKN05_005990	EKN05_005990	flagellar motor switch protein FliM	-2.255973347876803	-0.19398570837442047	-0.3737427602894711
EKN05_006120	EKN05_006120	FliC/FljB family flagellin	-0.851404995262048	-0.4560034680891205	0.17001275517888492
EKN05_006125	EKN05_006125	RNA polymerase sigma factor FliA	0.6964708822490833	0.8550000220022801	0.2960068877001367
EKN05_006130	EKN05_006130	flagella biosynthesis regulatory protein FliZ	1.0391893910970535	-0.06574096309662525	1.7177421803426722
EKN05_006135	EKN05_006135	cystine ABC transporter substrate-binding protein	-0.17339853591276988	0.8196018869549185	0.2795071209826472
EKN05_006140	EKN05_006140	D-cysteine desulfhydrase	-0.7516466165668523	-0.397659498984137	-0.8332674922039092
EKN05_006145	EKN05_006145	amino acid ABC transporter permease	-0.25406447169801694	0.24150290857950696	0.44754203881742505
EKN05_006150	EKN05_006150	L-cystine ABC transporter ATP-binding protein YecC	1.0339876810897104	0.2916609038168576	-0.6932895912590354
EKN05_006155	EKN05_006155	transcriptional regulator SdiA	0.7736406370261342	-0.10373774882466652	-1.2483784191383047
