locusId	sysName	desc	set1IT002	set1IT003	set1IT004
EKN05_000480	EKN05_000480	hydrogenase-2 assembly chaperone	1.1686994784550366	0.891714828645972	-0.02211066218428745
EKN05_000495	EKN05_000495	glutathione-dependent disulfide-bond oxidoreductase	-0.24095386578475758	0.12556111109403056	-0.6636232276562648
EKN05_005075	EKN05_005075	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	0.36520638864366994	-0.6046264064576591	-0.7193007603951602
EKN05_005080	EKN05_005080	glycoside hydrolase family 25 protein	-0.26910783705522706	-0.2907996948965559	0.8364017911388872
EKN05_005085	EKN05_005085	GntR family transcriptional regulator	-0.40016586651726155	-0.8223572971320252	-1.2805914530272997
EKN05_005090	EKN05_005090	sugar kinase	-0.1488574946272469	-0.42799283943124383	-0.0009198643195511003
EKN05_005100	EKN05_005100	MFS transporter	-0.7596363179626906	-0.375429109946673	-0.7844698743882137
EKN05_005105	EKN05_005105	class I fructose-bisphosphate aldolase	-1.2434376801722822	-1.298126752146924	-4.314501423568047
EKN05_005115	EKN05_005115	tagatose-bisphosphate aldolase subunit GatZ	-0.03156727737177989	0.18608205589621096	1.3033708069954224
EKN05_005120	EKN05_005120	PTS galactitol transporter subunit IIA	-1.3699313013201024	-4.521109484597641	-0.9812970135864818
EKN05_005125	EKN05_005125	PTS galactitol transporter subunit IIB	0.20278167616321952	-0.28299169330592666	-0.6609058299872084
EKN05_005130	EKN05_005130	PTS galactitol transporter subunit IIC	-1.392950100855642	0.41711169479483023	-0.005631014880587981
EKN05_005135	EKN05_005135	galactitol-1-phosphate 5-dehydrogenase	0.5377405642968032	-0.4949803852968071	-0.2918760776548802
EKN05_005140	EKN05_005140	DeoR/GlpR transcriptional regulator	0.023512838276722015	-0.5440376754754512	0.40996976884969794
EKN05_005145	EKN05_005145	lipid kinase YegS	-1.4375237706199213	-0.3724991457327145	0.7708104231253126
EKN05_005155	EKN05_005155	hypothetical protein	0.511076654707705	0.8798408326366844	0.567740589509822
EKN05_005160	EKN05_005160	U32 family peptidase	-0.038248496356046324	0.11459170615071168	0.31837630359389113
EKN05_005165	EKN05_005165	DUF1508 domain-containing protein	0.45657265306225536	0.30791999147027294	-1.4007394712712795
EKN05_005170	EKN05_005170	two-component system response regulator BaeR	-0.01601659495289809	-0.8099057083784826	0.020835638711617727
EKN05_005175	EKN05_005175	two-component system sensor histidine kinase BaeS	0.6844810955254161	0.2532067321037407	-0.3358622798120822
EKN05_005180	EKN05_005180	MFS transporter	-0.00682818417476716	-1.6979143400495442	0.4137352321210024
EKN05_005185	EKN05_005185	multidrug efflux RND transporter permease subunit MdtC	0.7915011513370878	-0.21633631291820649	-0.11797180883069058
EKN05_005190	EKN05_005190	multidrug efflux RND transporter permease subunit MdtB	0.2839940329543691	-0.4576212937651525	1.0201954451011215
EKN05_005215	EKN05_005215	molecular chaperone	1.3665377217155348	0.22310513455616443	-0.10810148526609265
EKN05_005225	EKN05_005225	helix-hairpin-helix domain-containing protein	-0.5838143384054981	-0.8495180920199179	-0.8107142934344704
EKN05_005265	EKN05_005265	TerC family protein	1.341019718010789	1.1657337375884647	0.19898748331101637
EKN05_005270	EKN05_005270	polysaccharide export protein	-0.7621753903943191	-0.9645588137127326	-1.9164674729515396
EKN05_005280	EKN05_005280	tyrosine-protein kinase Wzc	0.4111553556243468	0.12422975145810333	-0.9490833755825674
EKN05_005285	EKN05_005285	colanic acid biosynthesis glycosyltransferase WcaA	0.7830493561565885	0.028482785871064786	0.5997811865621896
EKN05_005290	EKN05_005290	colanic acid biosynthesis acetyltransferase WcaB	-0.4390425993529332	0.47409383843745245	2.0973947933464947
EKN05_005295	EKN05_005295	colanic acid biosynthesis glycosyltransferase WcaC	0.03334353367312093	-0.7306237279007073	-3.375705647719433
EKN05_005300	EKN05_005300	putative colanic acid polymerase WcaD	0.11542653871464037	0.30135457218957407	0.4358452449800585
EKN05_005305	EKN05_005305	colanic acid biosynthesis glycosyltransferase WcaE	1.2147444830904806	0.6132545796564068	1.1565242943094467
EKN05_005315	EKN05_005315	colanic acid biosynthesis glycosyl transferase	0.9210330847221844	0.36493925963816076	-0.4226190306031522
EKN05_005320	EKN05_005320	colanic acid biosynthesis acetyltransferase WcaF	-0.6157526010228377	-0.873455503978736	-1.663127540358938
EKN05_005325	EKN05_005325	GDP-mannose 4,6-dehydratase	0.2401085352364225	0.8275708533327737	-0.6728691186265329
EKN05_005330	EKN05_005330	GDP-L-fucose synthase	-4.512305701087302	1.464584725614613	2.067429498302592
EKN05_005340	EKN05_005340	colanic acid biosynthesis glycosyltransferase WcaI	-1.2604263240146105	-0.7111291509544462	0.027064256685298105
EKN05_005345	EKN05_005345	mannose-1-phosphate guanyltransferase	-0.3429739912456151	-0.13324110052558535	-0.09912486527491146
EKN05_005350	EKN05_005350	phosphomannomutase CpsG	0.025182349531187143	-0.022985332537870162	0.2396975757389872
EKN05_005355	EKN05_005355	undecaprenyl-phosphate glucose phosphotransferase	-1.411090109359466	-0.01357597256907328	0.3507837528585025
EKN05_005360	EKN05_005360	M-antigen undecaprenyl disphosphate flippase	0.615077846331973	0.6044058254938751	0.9225466328646676
EKN05_005365	EKN05_005365	colanic acid biosynthesis pyruvyl transferase WcaK	0.1458478221260836	-2.509975138448789	1.846382954336607
EKN05_005370	EKN05_005370	colanic acid biosynthesis glycosyltransferase WcaL	1.0155738279536155	0.29953100542963684	2.026430256275696
EKN05_005375	EKN05_005375	colanic acid biosynthesis protein WcaM	0.05934713856420115	0.02563339136055487	-0.4049022192954107
EKN05_005380	EKN05_005380	UTP--glucose-1-phosphate uridylyltransferase GalF	0.7069936383884805	-0.35320446763348934	-0.9251405235308177
EKN05_005385	EKN05_005385	dTDP-glucose 4,6-dehydratase	1.287314830514692	-0.13203487944981945	-1.6923193699056427
EKN05_005445	EKN05_005445	hypothetical protein	1.1340774502103137	0.7287359112061897	0.4180462031223042
EKN05_005450	EKN05_005450	NADP-dependent phosphogluconate dehydrogenase	-1.0765885104071382	-0.5335907754768989	1.2076330083335953
